WARNING: radv is not a conformant Vulkan implementation, testing use only.
0.00.034.153 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.034.314 W srv  llama_server: -----------------
0.00.034.316 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.034.316 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.034.316 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.034.316 W srv  llama_server: -----------------
0.00.035.479 I srv    load_model: loading model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.12.520.783 I cmn          init: llama threadpool init, n_threads = 8
0.12.521.046 W cmn  common_init_: KV cache shifting is not supported for this context, disabling KV cache shifting
0.12.605.982 I common_speculative_init_result: creating MTP draft context against the target model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.12.703.159 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 106496, kv_unified = 'true'
0.12.732.576 I srv  llama_server: model loaded
0.12.732.583 I srv  llama_server: listening on http://0.0.0.0:8080
0.12.732.584 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.12.732.584 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.13.067.237 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
12.40.084.779 I slot print_timing: id  3 | task 3085 | n_gen =    101, tg =  18.62 t/s, tg_3s =  18.80 t/s
12.41.439.426 I slot print_timing: id  3 | task 3085 | prompt eval time =    4696.19 ms /   175 tokens (   26.84 ms per token,    37.26 tokens per second)
12.41.439.429 I slot print_timing: id  3 | task 3085 |        eval time =    6726.50 ms /   150 tokens (   45.14 ms per token,    22.15 tokens per second)
12.41.439.430 I slot print_timing: id  3 | task 3085 |       total time =   11422.68 ms /   325 tokens
12.41.439.430 I slot print_timing: id  3 | task 3085 |    graphs reused =       2863
12.41.439.433 I slot print_timing: id  3 | task 3085 | draft acceptance = 0.65116 (   84 accepted /   129 generated), mean len =  2.29
12.41.439.463 I slot      release: id  3 | task 3085 | stop processing: n_tokens = 324, truncated = 0
12.45.748.587 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 162843745338
12.45.748.670 I slot launch_slot_: id  2 | task 3156 | processing task, is_child = 0
12.51.686.011 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =   3164, progress = 0.19, t =   4.57 s / 692.81 tokens per second
12.53.501.405 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =   4188, progress = 0.25, t =   6.36 s / 658.93 tokens per second
12.55.368.714 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =   5212, progress = 0.31, t =   8.20 s / 635.78 tokens per second
12.57.286.587 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =   6236, progress = 0.37, t =  10.09 s / 618.10 tokens per second
12.59.259.862 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =   7260, progress = 0.43, t =  12.04 s / 603.20 tokens per second
13.01.294.195 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =   8284, progress = 0.49, t =  14.04 s / 590.15 tokens per second
13.03.383.410 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =   9308, progress = 0.55, t =  16.10 s / 578.13 tokens per second
13.05.523.309 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  10332, progress = 0.61, t =  18.21 s / 567.23 tokens per second
13.07.716.556 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  11356, progress = 0.67, t =  20.38 s / 557.21 tokens per second
13.09.962.745 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  12380, progress = 0.73, t =  22.60 s / 547.77 tokens per second
13.12.256.523 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  13404, progress = 0.79, t =  24.87 s / 538.94 tokens per second
13.14.598.709 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  14428, progress = 0.85, t =  27.19 s / 530.67 tokens per second
13.17.002.292 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  15452, progress = 0.91, t =  29.56 s / 522.76 tokens per second
13.19.464.836 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  16476, progress = 0.97, t =  32.00 s / 514.94 tokens per second
13.19.651.599 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  16495, progress = 0.97, t =  33.29 s / 495.55 tokens per second
13.20.973.734 I slot print_timing: id  2 | task 3156 | prompt processing, n_tokens =  17007, progress = 1.00, t =  34.50 s / 492.96 tokens per second
13.20.975.295 W slot create_check: id  2 | task 3156 | erasing old context checkpoint (pos_min = 91, pos_max = 91, n_tokens = 92, size = 149.752 MiB)
13.24.152.704 I slot print_timing: id  2 | task 3156 | n_gen =    116, tg =  38.17 t/s, tg_3s =  38.50 t/s
13.27.158.477 I slot print_timing: id  2 | task 3156 | n_gen =    225, tg =  37.22 t/s, tg_3s =  36.26 t/s
13.30.186.037 I slot print_timing: id  2 | task 3156 | n_gen =    344, tg =  37.92 t/s, tg_3s =  39.31 t/s
13.33.209.246 I slot print_timing: id  2 | task 3156 | n_gen =    455, tg =  37.61 t/s, tg_3s =  36.72 t/s
13.36.211.769 I slot print_timing: id  2 | task 3156 | n_gen =    571, tg =  37.82 t/s, tg_3s =  38.63 t/s
13.39.236.761 I slot print_timing: id  2 | task 3156 | n_gen =    681, tg =  37.58 t/s, tg_3s =  36.36 t/s
13.42.245.501 I slot print_timing: id  2 | task 3156 | n_gen =    784, tg =  37.10 t/s, tg_3s =  34.23 t/s
13.44.939.506 I slot print_timing: id  2 | task 3156 | prompt eval time =   34920.89 ms / 17011 tokens (    2.05 ms per token,   487.13 tokens per second)
13.44.939.510 I slot print_timing: id  2 | task 3156 |        eval time =   23799.80 ms /   878 tokens (   27.14 ms per token,    36.85 tokens per second)
13.44.939.511 I slot print_timing: id  2 | task 3156 |       total time =   58720.68 ms / 17889 tokens
13.44.939.512 I slot print_timing: id  2 | task 3156 |    graphs reused =       3176
13.44.939.516 I slot print_timing: id  2 | task 3156 | draft acceptance = 0.88328 (  560 accepted /   634 generated), mean len =  2.77
13.44.940.339 I slot      release: id  2 | task 3156 | stop processing: n_tokens = 17888, truncated = 0
13.52.485.904 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.209 (> 0.100 thold), f_keep = 0.002
13.52.487.887 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 498.800 MiB)
13.52.505.659 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 888.470 MiB)
13.52.924.273 I slot launch_slot_: id  2 | task 3494 | processing task, is_child = 0
13.52.924.830 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 162844398740
13.52.924.882 I slot launch_slot_: id  0 | task 3495 | processing task, is_child = 0
13.56.581.549 I slot print_timing: id  0 | task 3495 | prompt processing, n_tokens =   1761, progress = 0.77, t =   3.58 s / 492.51 tokens per second
13.56.649.775 I slot print_timing: id  2 | task 3494 | prompt processing, n_tokens =    192, progress = 0.98, t =   3.58 s / 53.70 tokens per second
13.57.766.657 I slot print_timing: id  0 | task 3495 | prompt processing, n_tokens =   2273, progress = 1.00, t =   4.79 s / 474.05 tokens per second
13.57.766.971 W slot create_check: id  0 | task 3495 | erasing old context checkpoint (pos_min = 193, pos_max = 193, n_tokens = 194, size = 149.891 MiB)
14.03.394.388 I slot print_timing: id  0 | task 3495 | prompt eval time =    5046.17 ms /  2277 tokens (    2.22 ms per token,   451.23 tokens per second)
14.03.394.392 I slot print_timing: id  0 | task 3495 |        eval time =    5423.03 ms /   100 tokens (   54.78 ms per token,    18.26 tokens per second)
14.03.394.393 I slot print_timing: id  0 | task 3495 |       total time =   10469.20 ms /  2377 tokens
14.03.394.393 I slot print_timing: id  0 | task 3495 |    graphs reused =       3217
14.03.394.396 I slot print_timing: id  0 | task 3495 | draft acceptance = 0.63953 (   55 accepted /    86 generated), mean len =  2.28
14.03.394.516 I slot      release: id  0 | task 3495 | stop processing: n_tokens = 2376, truncated = 0
14.03.721.709 I slot print_timing: id  2 | task 3494 | n_gen =    101, tg =  16.77 t/s, tg_3s =  16.94 t/s
14.05.284.307 I slot print_timing: id  2 | task 3494 | prompt eval time =    4832.58 ms /   196 tokens (   24.66 ms per token,    40.56 tokens per second)
14.05.284.314 I slot print_timing: id  2 | task 3494 |        eval time =    7526.36 ms /   150 tokens (   50.51 ms per token,    19.80 tokens per second)
14.05.284.316 I slot print_timing: id  2 | task 3494 |       total time =   12358.95 ms /   346 tokens
14.05.284.317 I slot print_timing: id  2 | task 3494 |    graphs reused =       3245
14.05.284.325 I slot print_timing: id  2 | task 3494 | draft acceptance = 0.51370 (   75 accepted /   146 generated), mean len =  2.03
14.05.284.376 I slot      release: id  2 | task 3494 | stop processing: n_tokens = 345, truncated = 0
14.12.397.987 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 162975302186
14.12.398.061 I slot launch_slot_: id  1 | task 3574 | processing task, is_child = 0
14.18.372.392 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =   3164, progress = 0.19, t =   4.56 s / 693.59 tokens per second
14.20.188.129 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =   4188, progress = 0.25, t =   6.35 s / 659.22 tokens per second
14.22.055.900 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =   5212, progress = 0.31, t =   8.19 s / 636.06 tokens per second
14.23.978.195 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =   6236, progress = 0.37, t =  10.09 s / 618.14 tokens per second
14.25.950.605 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =   7260, progress = 0.43, t =  12.04 s / 603.17 tokens per second
14.27.985.968 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =   8284, progress = 0.49, t =  14.04 s / 590.03 tokens per second
14.30.073.289 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =   9308, progress = 0.55, t =  16.10 s / 578.10 tokens per second
14.32.213.286 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  10332, progress = 0.61, t =  18.21 s / 567.24 tokens per second
14.34.406.763 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  11356, progress = 0.67, t =  20.38 s / 557.20 tokens per second
14.36.650.583 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  12380, progress = 0.73, t =  22.60 s / 547.80 tokens per second
14.38.944.261 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  13404, progress = 0.79, t =  24.87 s / 539.01 tokens per second
14.41.288.709 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  14428, progress = 0.85, t =  27.19 s / 530.71 tokens per second
14.43.693.767 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  15452, progress = 0.91, t =  29.56 s / 522.76 tokens per second
14.46.153.653 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  16476, progress = 0.97, t =  32.00 s / 514.94 tokens per second
14.46.341.735 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  16500, progress = 0.97, t =  33.29 s / 495.71 tokens per second
14.47.657.155 I slot print_timing: id  1 | task 3574 | prompt processing, n_tokens =  17012, progress = 1.00, t =  34.46 s / 493.70 tokens per second
14.47.658.545 W slot create_check: id  1 | task 3574 | erasing old context checkpoint (pos_min = 91, pos_max = 91, n_tokens = 92, size = 149.752 MiB)
14.51.114.388 I slot print_timing: id  1 | task 3574 | n_gen =    101, tg =  30.38 t/s, tg_3s =  30.68 t/s
14.54.140.014 I slot print_timing: id  1 | task 3574 | n_gen =    190, tg =  29.92 t/s, tg_3s =  29.42 t/s
14.57.143.368 I slot print_timing: id  1 | task 3574 | n_gen =    290, tg =  31.01 t/s, tg_3s =  33.30 t/s
15.00.205.665 I slot print_timing: id  1 | task 3574 | n_gen =    393, tg =  31.66 t/s, tg_3s =  33.63 t/s
15.03.248.311 I slot print_timing: id  1 | task 3574 | n_gen =    492, tg =  31.83 t/s, tg_3s =  32.54 t/s
15.06.282.726 I slot print_timing: id  1 | task 3574 | n_gen =    586, tg =  31.69 t/s, tg_3s =  30.98 t/s
15.09.321.217 I slot print_timing: id  1 | task 3574 | n_gen =    677, tg =  31.44 t/s, tg_3s =  29.95 t/s
15.12.381.203 I slot print_timing: id  1 | task 3574 | n_gen =    772, tg =  31.39 t/s, tg_3s =  31.05 t/s
15.15.421.265 I slot print_timing: id  1 | task 3574 | n_gen =    868, tg =  31.42 t/s, tg_3s =  31.58 t/s
15.18.431.485 I slot print_timing: id  1 | task 3574 | n_gen =    961, tg =  31.36 t/s, tg_3s =  30.89 t/s
15.21.463.449 I slot print_timing: id  1 | task 3574 | n_gen =   1066, tg =  31.66 t/s, tg_3s =  34.63 t/s
15.21.911.738 I slot print_timing: id  1 | task 3574 | prompt eval time =   34914.07 ms / 17016 tokens (    2.05 ms per token,   487.37 tokens per second)
15.21.911.752 I slot print_timing: id  1 | task 3574 |        eval time =   34088.36 ms /  1081 tokens (   31.56 ms per token,    31.68 tokens per second)
15.21.911.754 I slot print_timing: id  1 | task 3574 |       total time =   69002.43 ms / 18097 tokens
15.21.911.756 I slot print_timing: id  1 | task 3574 |    graphs reused =       3697
15.21.911.766 I slot print_timing: id  1 | task 3574 | draft acceptance = 0.68271 (  624 accepted /   914 generated), mean len =  2.37
15.21.913.520 I slot      release: id  1 | task 3574 | stop processing: n_tokens = 18097, truncated = 0
15.25.843.175 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 162976918187
15.25.843.234 I slot launch_slot_: id  3 | task 4052 | processing task, is_child = 0
15.25.844.623 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 504.996 MiB)
15.25.863.788 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 939.044 MiB)
15.31.630.787 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =   3114, progress = 0.15, t =   4.47 s / 696.95 tokens per second
15.33.443.542 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =   4138, progress = 0.19, t =   6.26 s / 661.45 tokens per second
15.35.309.482 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =   5162, progress = 0.24, t =   8.10 s / 637.67 tokens per second
15.37.228.142 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =   6186, progress = 0.29, t =   9.99 s / 619.43 tokens per second
15.39.198.424 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =   7210, progress = 0.34, t =  11.93 s / 604.27 tokens per second
15.41.229.043 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =   8234, progress = 0.38, t =  13.93 s / 591.09 tokens per second
15.43.313.125 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =   9258, progress = 0.43, t =  15.99 s / 579.04 tokens per second
15.45.451.288 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  10282, progress = 0.48, t =  18.10 s / 568.05 tokens per second
15.47.642.338 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  11306, progress = 0.53, t =  20.27 s / 557.90 tokens per second
15.49.884.701 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  12330, progress = 0.58, t =  22.48 s / 548.46 tokens per second
15.52.175.051 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  13354, progress = 0.62, t =  24.75 s / 539.61 tokens per second
15.54.516.430 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  14378, progress = 0.67, t =  27.06 s / 531.27 tokens per second
15.56.917.011 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  15402, progress = 0.72, t =  29.43 s / 523.29 tokens per second
15.59.372.477 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  16426, progress = 0.77, t =  31.86 s / 515.52 tokens per second
16.01.874.120 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  17450, progress = 0.81, t =  34.34 s / 508.15 tokens per second
16.04.424.181 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  18474, progress = 0.86, t =  36.87 s / 501.10 tokens per second
16.07.023.915 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  19498, progress = 0.91, t =  39.44 s / 494.34 tokens per second
16.09.674.249 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  20522, progress = 0.96, t =  42.07 s / 487.85 tokens per second
16.10.874.517 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  20924, progress = 0.98, t =  43.46 s / 481.45 tokens per second
16.12.282.514 I slot print_timing: id  3 | task 4052 | prompt processing, n_tokens =  21436, progress = 1.00, t =  44.70 s / 479.52 tokens per second
16.12.284.204 W slot create_check: id  3 | task 4052 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
16.15.525.395 I slot print_timing: id  3 | task 4052 | n_gen =    100, tg =  32.28 t/s, tg_3s =  32.61 t/s
16.18.539.753 I slot print_timing: id  3 | task 4052 | n_gen =    201, tg =  32.89 t/s, tg_3s =  33.51 t/s
16.21.618.382 I slot print_timing: id  3 | task 4052 | n_gen =    292, tg =  31.77 t/s, tg_3s =  29.56 t/s
16.24.618.971 I slot print_timing: id  3 | task 4052 | n_gen =    382, tg =  31.33 t/s, tg_3s =  29.99 t/s
16.27.667.462 I slot print_timing: id  3 | task 4052 | n_gen =    480, tg =  31.49 t/s, tg_3s =  32.15 t/s
16.30.718.326 I slot print_timing: id  3 | task 4052 | n_gen =    583, tg =  31.87 t/s, tg_3s =  33.76 t/s
16.33.784.666 I slot print_timing: id  3 | task 4052 | n_gen =    675, tg =  31.60 t/s, tg_3s =  30.00 t/s
16.36.851.358 I slot print_timing: id  3 | task 4052 | n_gen =    762, tg =  31.20 t/s, tg_3s =  28.37 t/s
16.37.005.622 I slot print_timing: id  3 | task 4052 | prompt eval time =   46196.43 ms / 21440 tokens (    2.15 ms per token,   464.11 tokens per second)
16.37.005.625 I slot print_timing: id  3 | task 4052 |        eval time =   24546.92 ms /   766 tokens (   32.09 ms per token,    31.16 tokens per second)
16.37.005.626 I slot print_timing: id  3 | task 4052 |       total time =   70743.35 ms / 22206 tokens
16.37.005.627 I slot print_timing: id  3 | task 4052 |    graphs reused =       4011
16.37.005.630 I slot print_timing: id  3 | task 4052 | draft acceptance = 0.70597 (  449 accepted /   636 generated), mean len =  2.41
16.37.006.193 I slot      release: id  3 | task 4052 | stop processing: n_tokens = 22207, truncated = 0
16.37.050.496 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 163058873244
16.37.050.553 I slot launch_slot_: id  0 | task 4395 | processing task, is_child = 0
16.37.053.452 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 504.996 MiB)
16.42.869.715 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =   3114, progress = 0.25, t =   4.48 s / 695.66 tokens per second
16.44.685.436 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =   4138, progress = 0.33, t =   6.27 s / 660.40 tokens per second
16.46.551.759 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =   5162, progress = 0.41, t =   8.11 s / 636.74 tokens per second
16.48.469.769 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =   6186, progress = 0.49, t =  10.00 s / 618.65 tokens per second
16.50.439.876 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =   7210, progress = 0.58, t =  11.94 s / 603.70 tokens per second
16.52.470.399 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =   8234, progress = 0.66, t =  13.94 s / 590.58 tokens per second
16.54.554.670 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =   9258, progress = 0.74, t =  16.00 s / 578.63 tokens per second
16.56.689.934 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =  10282, progress = 0.82, t =  18.11 s / 567.76 tokens per second
16.58.878.330 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =  11306, progress = 0.90, t =  20.27 s / 557.72 tokens per second
17.00.522.874 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =  12000, progress = 0.96, t =  22.48 s / 533.74 tokens per second
17.01.715.061 I slot print_timing: id  0 | task 4395 | prompt processing, n_tokens =  12512, progress = 1.00, t =  23.12 s / 541.26 tokens per second
17.01.716.214 W slot create_check: id  0 | task 4395 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
17.04.947.719 I slot print_timing: id  0 | task 4395 | n_gen =    108, tg =  34.85 t/s, tg_3s =  35.16 t/s
17.07.980.450 I slot print_timing: id  0 | task 4395 | n_gen =    204, tg =  33.26 t/s, tg_3s =  31.65 t/s
17.11.019.118 I slot print_timing: id  0 | task 4395 | n_gen =    316, tg =  34.46 t/s, tg_3s =  36.86 t/s
17.14.026.780 I slot print_timing: id  0 | task 4395 | n_gen =    413, tg =  33.91 t/s, tg_3s =  32.25 t/s
17.17.060.376 I slot print_timing: id  0 | task 4395 | n_gen =    502, tg =  33.00 t/s, tg_3s =  29.34 t/s
17.20.104.810 I slot print_timing: id  0 | task 4395 | n_gen =    608, tg =  33.30 t/s, tg_3s =  34.82 t/s
17.23.162.951 I slot print_timing: id  0 | task 4395 | n_gen =    710, tg =  33.31 t/s, tg_3s =  33.35 t/s
17.24.039.469 I slot print_timing: id  0 | task 4395 | prompt eval time =   24384.09 ms / 12516 tokens (    1.95 ms per token,   513.29 tokens per second)
17.24.039.472 I slot print_timing: id  0 | task 4395 |        eval time =   22163.17 ms /   744 tokens (   29.83 ms per token,    33.52 tokens per second)
17.24.039.473 I slot print_timing: id  0 | task 4395 |       total time =   46547.26 ms / 13260 tokens
17.24.039.473 I slot print_timing: id  0 | task 4395 |    graphs reused =       4315
17.24.039.481 I slot print_timing: id  0 | task 4395 | draft acceptance = 0.70617 (  435 accepted /   616 generated), mean len =  2.41
17.24.039.831 I slot      release: id  0 | task 4395 | stop processing: n_tokens = 13259, truncated = 0
17.24.095.347 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 163060763100
17.24.095.412 I slot launch_slot_: id  2 | task 4719 | processing task, is_child = 0
17.24.096.658 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 903.782 MiB)
17.29.842.684 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =   3114, progress = 0.19, t =   4.48 s / 695.30 tokens per second
17.31.659.164 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =   4138, progress = 0.25, t =   6.27 s / 659.93 tokens per second
17.33.526.742 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =   5162, progress = 0.32, t =   8.11 s / 636.23 tokens per second
17.35.447.461 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =   6186, progress = 0.38, t =  10.01 s / 618.17 tokens per second
17.37.418.513 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =   7210, progress = 0.44, t =  11.95 s / 603.20 tokens per second
17.39.450.168 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =   8234, progress = 0.51, t =  13.95 s / 590.16 tokens per second
17.41.535.955 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =   9258, progress = 0.57, t =  16.01 s / 578.19 tokens per second
17.43.672.116 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  10282, progress = 0.63, t =  18.12 s / 567.37 tokens per second
17.45.863.796 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  11306, progress = 0.70, t =  20.29 s / 557.25 tokens per second
17.48.102.507 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  12330, progress = 0.76, t =  22.50 s / 547.96 tokens per second
17.50.390.273 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  13354, progress = 0.82, t =  24.76 s / 539.23 tokens per second
17.52.730.983 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  14378, progress = 0.89, t =  27.08 s / 530.96 tokens per second
17.55.130.846 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  15402, progress = 0.95, t =  29.44 s / 523.11 tokens per second
17.55.978.786 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  15717, progress = 0.97, t =  30.71 s / 511.80 tokens per second
17.57.261.150 I slot print_timing: id  2 | task 4719 | prompt processing, n_tokens =  16229, progress = 1.00, t =  31.60 s / 513.54 tokens per second
17.57.262.541 W slot create_check: id  2 | task 4719 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
18.00.437.221 I slot print_timing: id  2 | task 4719 | n_gen =    103, tg =  33.85 t/s, tg_3s =  34.18 t/s
18.03.447.645 I slot print_timing: id  2 | task 4719 | n_gen =    199, tg =  32.87 t/s, tg_3s =  31.89 t/s
18.05.710.777 I slot print_timing: id  2 | task 4719 | prompt eval time =   32962.46 ms / 16233 tokens (    2.03 ms per token,   492.47 tokens per second)
18.05.710.780 I slot print_timing: id  2 | task 4719 |        eval time =    8287.13 ms /   274 tokens (   30.36 ms per token,    32.94 tokens per second)
18.05.710.781 I slot print_timing: id  2 | task 4719 |       total time =   41249.59 ms / 16507 tokens
18.05.710.782 I slot print_timing: id  2 | task 4719 |    graphs reused =       4426
18.05.710.784 I slot print_timing: id  2 | task 4719 | draft acceptance = 0.71239 (  161 accepted /   226 generated), mean len =  2.42
18.05.711.129 I slot      release: id  2 | task 4719 | stop processing: n_tokens = 16507, truncated = 0
18.05.758.677 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 163137392245
18.05.758.762 I slot launch_slot_: id  1 | task 4852 | processing task, is_child = 0
18.05.760.092 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 508.734 MiB)
18.11.505.470 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =   3114, progress = 0.18, t =   4.48 s / 694.56 tokens per second
18.13.323.082 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =   4138, progress = 0.23, t =   6.27 s / 659.54 tokens per second
18.15.190.898 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =   5162, progress = 0.29, t =   8.12 s / 636.00 tokens per second
18.17.110.611 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =   6186, progress = 0.35, t =  10.01 s / 618.01 tokens per second
18.19.082.407 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =   7210, progress = 0.41, t =  11.96 s / 603.08 tokens per second
18.21.112.379 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =   8234, progress = 0.46, t =  13.96 s / 590.04 tokens per second
18.23.197.304 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =   9258, progress = 0.52, t =  16.01 s / 578.15 tokens per second
18.25.333.570 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =  10282, progress = 0.58, t =  18.12 s / 567.30 tokens per second
18.27.524.064 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =  11306, progress = 0.64, t =  20.29 s / 557.31 tokens per second
18.29.765.052 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =  12330, progress = 0.70, t =  22.50 s / 547.93 tokens per second
18.32.051.599 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =  13354, progress = 0.75, t =  24.77 s / 539.19 tokens per second
18.34.389.883 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =  14378, progress = 0.81, t =  27.08 s / 530.96 tokens per second
18.36.784.246 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =  15402, progress = 0.87, t =  29.45 s / 523.07 tokens per second
18.39.238.812 I slot print_timing: id  1 | task 4852 | prompt processing, n_tokens =  16426, progress = 0.93, t =  31.87 s / 515.39 tokens per second
