WARNING: radv is not a conformant Vulkan implementation, testing use only.
0.00.033.106 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.033.265 W srv  llama_server: -----------------
0.00.033.267 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.033.267 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.033.267 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.033.267 W srv  llama_server: -----------------
0.00.034.423 I srv    load_model: loading model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.06.759.301 I cmn          init: llama threadpool init, n_threads = 8
0.06.759.506 W cmn  common_init_: KV cache shifting is not supported for this context, disabling KV cache shifting
0.06.840.585 I common_speculative_init_result: creating MTP draft context against the target model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.06.954.453 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 106496, kv_unified = 'true'
0.06.988.559 I srv  llama_server: model loaded
0.06.988.568 I srv  llama_server: listening on http://0.0.0.0:8080
0.06.988.569 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.06.988.570 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
4.06.680.478 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
34.42.333.790 I slot print_timing: id  2 | task 11669 | n_gen =   2925, tg =  23.79 t/s, tg_3s =  30.64 t/s
34.45.343.917 I slot print_timing: id  2 | task 11669 | n_gen =   3008, tg =  23.88 t/s, tg_3s =  27.57 t/s
34.48.051.787 I slot print_timing: id  2 | task 11669 | prompt eval time =   39208.82 ms /  9719 tokens (    4.03 ms per token,   247.88 tokens per second)
34.48.051.796 I slot print_timing: id  2 | task 11669 |        eval time =  128612.22 ms /  3082 tokens (   41.74 ms per token,    23.96 tokens per second)
34.48.051.799 I slot print_timing: id  2 | task 11669 |       total time =  167821.04 ms / 12801 tokens
34.48.051.801 I slot print_timing: id  2 | task 11669 |    graphs reused =      12713
34.48.051.811 I slot print_timing: id  2 | task 11669 | draft acceptance = 0.62073 ( 1707 accepted /  2750 generated), mean len =  2.24
34.48.056.134 I slot      release: id  2 | task 11669 | stop processing: n_tokens = 53090, truncated = 0
34.48.227.658 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
34.48.227.982 I slot launch_slot_: id  2 | task 13056 | processing task, is_child = 0
34.51.166.681 W slot create_check: id  2 | task 13056 | erasing old context checkpoint (pos_min = 49491, pos_max = 49491, n_tokens = 49492, size = 217.215 MiB)
34.55.828.016 I slot print_timing: id  2 | task 13056 | n_gen =    100, tg =  22.32 t/s, tg_3s =  22.54 t/s
34.58.888.088 I slot print_timing: id  2 | task 13056 | n_gen =    187, tg =  24.81 t/s, tg_3s =  28.43 t/s
35.01.997.508 I slot print_timing: id  2 | task 13056 | prompt eval time =    3162.30 ms /   621 tokens (    5.09 ms per token,   196.38 tokens per second)
35.01.997.510 I slot print_timing: id  2 | task 13056 |        eval time =   10606.20 ms /   274 tokens (   38.85 ms per token,    25.74 tokens per second)
35.01.997.511 I slot print_timing: id  2 | task 13056 |       total time =   13768.51 ms /   895 tokens
35.01.997.511 I slot print_timing: id  2 | task 13056 |    graphs reused =      12822
35.01.997.514 I slot print_timing: id  2 | task 13056 | draft acceptance = 0.73874 (  164 accepted /   222 generated), mean len =  2.48
35.01.998.527 I slot      release: id  2 | task 13056 | stop processing: n_tokens = 53986, truncated = 0
35.02.076.882 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
35.02.077.265 I slot launch_slot_: id  2 | task 13171 | processing task, is_child = 0
35.03.896.020 W slot create_check: id  2 | task 13171 | erasing old context checkpoint (pos_min = 53194, pos_max = 53194, n_tokens = 53195, size = 222.273 MiB)
35.08.574.367 I slot print_timing: id  2 | task 13171 | n_gen =    101, tg =  22.43 t/s, tg_3s =  22.65 t/s
35.11.603.314 I slot print_timing: id  2 | task 13171 | n_gen =    166, tg =  22.04 t/s, tg_3s =  21.46 t/s
35.14.650.950 I slot print_timing: id  2 | task 13171 | n_gen =    237, tg =  22.40 t/s, tg_3s =  23.30 t/s
35.17.666.907 I slot print_timing: id  2 | task 13171 | n_gen =    306, tg =  22.51 t/s, tg_3s =  22.88 t/s
35.20.757.691 I slot print_timing: id  2 | task 13171 | n_gen =    361, tg =  21.63 t/s, tg_3s =  17.79 t/s
35.23.818.096 I slot print_timing: id  2 | task 13171 | n_gen =    442, tg =  22.38 t/s, tg_3s =  26.47 t/s
35.26.850.610 I slot print_timing: id  2 | task 13171 | n_gen =    505, tg =  22.17 t/s, tg_3s =  20.77 t/s
35.29.900.526 I slot print_timing: id  2 | task 13171 | n_gen =    572, tg =  22.14 t/s, tg_3s =  21.97 t/s
35.32.950.177 I slot print_timing: id  2 | task 13171 | n_gen =    641, tg =  22.20 t/s, tg_3s =  22.63 t/s
35.35.999.536 I slot print_timing: id  2 | task 13171 | n_gen =    706, tg =  22.11 t/s, tg_3s =  21.32 t/s
35.39.012.694 I slot print_timing: id  2 | task 13171 | n_gen =    758, tg =  21.69 t/s, tg_3s =  17.26 t/s
35.42.038.162 I slot print_timing: id  2 | task 13171 | n_gen =    819, tg =  21.57 t/s, tg_3s =  20.16 t/s
35.45.068.357 I slot print_timing: id  2 | task 13171 | n_gen =    887, tg =  21.63 t/s, tg_3s =  22.44 t/s
35.48.094.552 I slot print_timing: id  2 | task 13171 | n_gen =    980, tg =  22.26 t/s, tg_3s =  30.73 t/s
35.51.156.277 I slot print_timing: id  2 | task 13171 | n_gen =   1072, tg =  22.77 t/s, tg_3s =  30.05 t/s
35.52.393.828 I slot print_timing: id  2 | task 13171 | prompt eval time =    2036.82 ms /   366 tokens (    5.57 ms per token,   179.69 tokens per second)
35.52.393.833 I slot print_timing: id  2 | task 13171 |        eval time =   48278.80 ms /  1111 tokens (   43.49 ms per token,    22.99 tokens per second)
35.52.393.833 I slot print_timing: id  2 | task 13171 |       total time =   50315.62 ms /  1477 tokens
35.52.393.834 I slot print_timing: id  2 | task 13171 |    graphs reused =      13325
35.52.393.837 I slot print_timing: id  2 | task 13171 | draft acceptance = 0.59252 (  602 accepted /  1016 generated), mean len =  2.19
35.52.395.150 I slot      release: id  2 | task 13171 | stop processing: n_tokens = 55462, truncated = 0
35.52.512.873 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
35.52.513.240 I slot launch_slot_: id  2 | task 13682 | processing task, is_child = 0
35.55.528.238 W slot create_check: id  2 | task 13682 | erasing old context checkpoint (pos_min = 53985, pos_max = 53985, n_tokens = 53986, size = 223.353 MiB)
36.00.563.032 I slot print_timing: id  2 | task 13682 | n_gen =    102, tg =  21.12 t/s, tg_3s =  21.32 t/s
36.03.583.037 I slot print_timing: id  2 | task 13682 | n_gen =    162, tg =  20.63 t/s, tg_3s =  19.87 t/s
36.06.663.049 I slot print_timing: id  2 | task 13682 | n_gen =    230, tg =  21.04 t/s, tg_3s =  22.08 t/s
36.09.702.727 I slot print_timing: id  2 | task 13682 | n_gen =    293, tg =  20.97 t/s, tg_3s =  20.73 t/s
36.12.734.869 I slot print_timing: id  2 | task 13682 | n_gen =    351, tg =  20.64 t/s, tg_3s =  19.13 t/s
36.15.815.051 I slot print_timing: id  2 | task 13682 | n_gen =    426, tg =  21.21 t/s, tg_3s =  24.35 t/s
36.18.874.412 I slot print_timing: id  2 | task 13682 | n_gen =    503, tg =  21.74 t/s, tg_3s =  25.17 t/s
36.21.955.641 I slot print_timing: id  2 | task 13682 | n_gen =    569, tg =  21.70 t/s, tg_3s =  21.42 t/s
36.25.042.199 I slot print_timing: id  2 | task 13682 | n_gen =    638, tg =  21.77 t/s, tg_3s =  22.36 t/s
36.28.120.046 I slot print_timing: id  2 | task 13682 | n_gen =    713, tg =  22.02 t/s, tg_3s =  24.37 t/s
36.31.169.751 I slot print_timing: id  2 | task 13682 | n_gen =    796, tg =  22.46 t/s, tg_3s =  27.22 t/s
36.32.290.622 I slot print_timing: id  2 | task 13682 | prompt eval time =    3265.47 ms /   623 tokens (    5.24 ms per token,   190.78 tokens per second)
36.32.290.626 I slot print_timing: id  2 | task 13682 |        eval time =   36510.88 ms /   827 tokens (   44.20 ms per token,    22.62 tokens per second)
36.32.290.626 I slot print_timing: id  2 | task 13682 |       total time =   39776.35 ms /  1450 tokens
36.32.290.627 I slot print_timing: id  2 | task 13682 |    graphs reused =      13701
36.32.290.631 I slot print_timing: id  2 | task 13682 | draft acceptance = 0.58947 (  448 accepted /   760 generated), mean len =  2.18
36.32.291.945 I slot      release: id  2 | task 13682 | stop processing: n_tokens = 56913, truncated = 0
36.32.401.439 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
36.32.401.823 I slot launch_slot_: id  2 | task 14066 | processing task, is_child = 0
36.34.833.584 W slot create_check: id  2 | task 14066 | erasing old context checkpoint (pos_min = 55568, pos_max = 55568, n_tokens = 55569, size = 225.515 MiB)
36.39.468.375 I slot print_timing: id  2 | task 14066 | n_gen =    102, tg =  22.95 t/s, tg_3s =  23.18 t/s
36.42.541.609 I slot print_timing: id  2 | task 14066 | n_gen =    169, tg =  22.48 t/s, tg_3s =  21.80 t/s
36.45.547.624 I slot print_timing: id  2 | task 14066 | n_gen =    234, tg =  22.23 t/s, tg_3s =  21.62 t/s
36.48.594.844 I slot print_timing: id  2 | task 14066 | n_gen =    307, tg =  22.62 t/s, tg_3s =  23.96 t/s
36.51.596.169 I slot print_timing: id  2 | task 14066 | n_gen =    379, tg =  22.87 t/s, tg_3s =  23.99 t/s
36.54.640.276 I slot print_timing: id  2 | task 14066 | n_gen =    459, tg =  23.40 t/s, tg_3s =  26.28 t/s
36.57.640.356 I slot print_timing: id  2 | task 14066 | n_gen =    538, tg =  23.79 t/s, tg_3s =  26.33 t/s
37.00.647.540 I slot print_timing: id  2 | task 14066 | n_gen =    619, tg =  24.16 t/s, tg_3s =  26.94 t/s
37.01.183.913 I slot print_timing: id  2 | task 14066 | prompt eval time =    2664.61 ms /   511 tokens (    5.21 ms per token,   191.77 tokens per second)
37.01.183.916 I slot print_timing: id  2 | task 14066 |        eval time =   26116.47 ms /   632 tokens (   41.39 ms per token,    24.16 tokens per second)
37.01.183.917 I slot print_timing: id  2 | task 14066 |       total time =   28781.08 ms /  1143 tokens
37.01.183.918 I slot print_timing: id  2 | task 14066 |    graphs reused =      13967
37.01.183.923 I slot print_timing: id  2 | task 14066 | draft acceptance = 0.67658 (  364 accepted /   538 generated), mean len =  2.35
37.01.184.968 I slot      release: id  2 | task 14066 | stop processing: n_tokens = 58057, truncated = 0
37.01.266.283 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
37.01.266.600 I slot launch_slot_: id  2 | task 14338 | processing task, is_child = 0
37.03.722.061 W slot create_check: id  2 | task 14338 | erasing old context checkpoint (pos_min = 56912, pos_max = 56912, n_tokens = 56913, size = 227.350 MiB)
37.07.790.635 I slot print_timing: id  2 | task 14338 | n_gen =    100, tg =  25.84 t/s, tg_3s =  26.10 t/s
37.10.848.497 I slot print_timing: id  2 | task 14338 | n_gen =    180, tg =  25.98 t/s, tg_3s =  26.16 t/s
37.13.905.325 I slot print_timing: id  2 | task 14338 | n_gen =    258, tg =  25.84 t/s, tg_3s =  25.52 t/s
37.16.941.706 I slot print_timing: id  2 | task 14338 | n_gen =    329, tg =  25.26 t/s, tg_3s =  23.38 t/s
37.20.006.555 I slot print_timing: id  2 | task 14338 | n_gen =    406, tg =  25.24 t/s, tg_3s =  25.12 t/s
37.23.082.479 I slot print_timing: id  2 | task 14338 | n_gen =    485, tg =  25.31 t/s, tg_3s =  25.68 t/s
37.26.120.798 I slot print_timing: id  2 | task 14338 | n_gen =    549, tg =  24.73 t/s, tg_3s =  21.06 t/s
37.29.164.245 I slot print_timing: id  2 | task 14338 | n_gen =    615, tg =  24.36 t/s, tg_3s =  21.69 t/s
37.32.259.024 I slot print_timing: id  2 | task 14338 | n_gen =    679, tg =  23.96 t/s, tg_3s =  20.68 t/s
37.35.332.958 I slot print_timing: id  2 | task 14338 | n_gen =    740, tg =  23.56 t/s, tg_3s =  19.84 t/s
37.38.353.252 I slot print_timing: id  2 | task 14338 | n_gen =    806, tg =  23.41 t/s, tg_3s =  21.85 t/s
37.41.357.167 I slot print_timing: id  2 | task 14338 | n_gen =    869, tg =  23.21 t/s, tg_3s =  20.97 t/s
37.44.414.522 I slot print_timing: id  2 | task 14338 | n_gen =    949, tg =  23.43 t/s, tg_3s =  26.17 t/s
37.47.486.603 I slot print_timing: id  2 | task 14338 | n_gen =   1032, tg =  23.69 t/s, tg_3s =  27.02 t/s
37.50.491.701 I slot print_timing: id  2 | task 14338 | n_gen =   1103, tg =  23.68 t/s, tg_3s =  23.63 t/s
37.53.500.273 I slot print_timing: id  2 | task 14338 | n_gen =   1169, tg =  23.58 t/s, tg_3s =  21.94 t/s
37.56.529.301 I slot print_timing: id  2 | task 14338 | n_gen =   1239, tg =  23.55 t/s, tg_3s =  23.11 t/s
37.59.580.020 I slot print_timing: id  2 | task 14338 | n_gen =   1302, tg =  23.39 t/s, tg_3s =  20.65 t/s
38.02.673.020 I slot print_timing: id  2 | task 14338 | n_gen =   1361, tg =  23.16 t/s, tg_3s =  19.08 t/s
38.05.769.392 I slot print_timing: id  2 | task 14338 | n_gen =   1420, tg =  22.96 t/s, tg_3s =  19.05 t/s
38.08.810.624 I slot print_timing: id  2 | task 14338 | n_gen =   1490, tg =  22.96 t/s, tg_3s =  23.02 t/s
38.11.847.157 I slot print_timing: id  2 | task 14338 | n_gen =   1553, tg =  22.86 t/s, tg_3s =  20.75 t/s
38.14.870.602 I slot print_timing: id  2 | task 14338 | n_gen =   1616, tg =  22.78 t/s, tg_3s =  20.84 t/s
38.17.913.690 I slot print_timing: id  2 | task 14338 | n_gen =   1703, tg =  23.01 t/s, tg_3s =  28.59 t/s
38.18.011.165 I slot print_timing: id  2 | task 14338 | prompt eval time =    2691.72 ms /   510 tokens (    5.28 ms per token,   189.47 tokens per second)
38.18.011.173 I slot print_timing: id  2 | task 14338 |        eval time =   74051.22 ms /  1705 tokens (   43.46 ms per token,    23.01 tokens per second)
38.18.011.176 I slot print_timing: id  2 | task 14338 |       total time =   76742.94 ms /  2215 tokens
38.18.011.178 I slot print_timing: id  2 | task 14338 |    graphs reused =      14716
38.18.011.188 I slot print_timing: id  2 | task 14338 | draft acceptance = 0.62616 (  948 accepted /  1514 generated), mean len =  2.25
38.18.016.192 I slot      release: id  2 | task 14338 | stop processing: n_tokens = 60272, truncated = 0
38.18.121.917 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
38.18.122.257 I slot launch_slot_: id  2 | task 15098 | processing task, is_child = 0
38.18.616.746 W slot create_check: id  2 | task 15098 | erasing old context checkpoint (pos_min = 58056, pos_max = 58056, n_tokens = 58057, size = 228.912 MiB)
38.22.961.481 I slot print_timing: id  2 | task 15098 | n_gen =    100, tg =  24.06 t/s, tg_3s =  24.31 t/s
38.23.409.215 I slot print_timing: id  2 | task 15098 | prompt eval time =     724.08 ms /    42 tokens (   17.24 ms per token,    58.00 tokens per second)
38.23.409.217 I slot print_timing: id  2 | task 15098 |        eval time =    4561.89 ms /   110 tokens (   41.85 ms per token,    23.89 tokens per second)
38.23.409.218 I slot print_timing: id  2 | task 15098 |       total time =    5285.97 ms /   152 tokens
38.23.409.219 I slot print_timing: id  2 | task 15098 |    graphs reused =      14760
38.23.409.222 I slot print_timing: id  2 | task 15098 | draft acceptance = 0.70652 (   65 accepted /    92 generated), mean len =  2.41
38.23.410.635 I slot      release: id  2 | task 15098 | stop processing: n_tokens = 60425, truncated = 0
38.23.506.793 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
38.23.507.187 I slot launch_slot_: id  2 | task 15147 | processing task, is_child = 0
38.24.307.912 W slot create_check: id  2 | task 15147 | erasing old context checkpoint (pos_min = 60271, pos_max = 60271, n_tokens = 60272, size = 231.937 MiB)
38.28.098.238 I slot print_timing: id  2 | task 15147 | n_gen =    100, tg =  27.79 t/s, tg_3s =  28.07 t/s
38.31.167.959 I slot print_timing: id  2 | task 15147 | n_gen =    186, tg =  27.90 t/s, tg_3s =  28.02 t/s
38.34.180.846 I slot print_timing: id  2 | task 15147 | n_gen =    272, tg =  28.10 t/s, tg_3s =  28.54 t/s
38.37.267.738 I slot print_timing: id  2 | task 15147 | n_gen =    352, tg =  27.57 t/s, tg_3s =  25.92 t/s
38.40.288.010 I slot print_timing: id  2 | task 15147 | n_gen =    441, tg =  27.93 t/s, tg_3s =  29.47 t/s
38.43.309.433 I slot print_timing: id  2 | task 15147 | n_gen =    527, tg =  28.02 t/s, tg_3s =  28.46 t/s
38.46.395.732 I slot print_timing: id  2 | task 15147 | n_gen =    609, tg =  27.81 t/s, tg_3s =  26.57 t/s
38.49.400.549 I slot print_timing: id  2 | task 15147 | n_gen =    684, tg =  27.47 t/s, tg_3s =  24.96 t/s
38.52.486.620 I slot print_timing: id  2 | task 15147 | n_gen =    762, tg =  27.23 t/s, tg_3s =  25.27 t/s
38.55.494.583 I slot print_timing: id  2 | task 15147 | n_gen =    848, tg =  27.36 t/s, tg_3s =  28.59 t/s
38.58.529.153 I slot print_timing: id  2 | task 15147 | n_gen =    934, tg =  27.45 t/s, tg_3s =  28.34 t/s
39.01.612.727 I slot print_timing: id  2 | task 15147 | n_gen =   1019, tg =  27.46 t/s, tg_3s =  27.57 t/s
39.04.710.197 I slot print_timing: id  2 | task 15147 | n_gen =   1106, tg =  27.51 t/s, tg_3s =  28.09 t/s
39.07.763.034 I slot print_timing: id  2 | task 15147 | n_gen =   1190, tg =  27.51 t/s, tg_3s =  27.52 t/s
39.10.763.344 I slot print_timing: id  2 | task 15147 | n_gen =   1267, tg =  27.39 t/s, tg_3s =  25.66 t/s
39.13.766.925 I slot print_timing: id  2 | task 15147 | n_gen =   1348, tg =  27.36 t/s, tg_3s =  26.97 t/s
39.16.785.250 I slot print_timing: id  2 | task 15147 | n_gen =   1434, tg =  27.43 t/s, tg_3s =  28.49 t/s
39.19.822.152 I slot print_timing: id  2 | task 15147 | n_gen =   1524, tg =  27.55 t/s, tg_3s =  29.64 t/s
39.21.190.819 I slot print_timing: id  2 | task 15147 | prompt eval time =    1027.55 ms /   121 tokens (    8.49 ms per token,   117.76 tokens per second)
39.21.190.821 I slot print_timing: id  2 | task 15147 |        eval time =   56655.04 ms /  1561 tokens (   36.32 ms per token,    27.54 tokens per second)
39.21.190.822 I slot print_timing: id  2 | task 15147 |       total time =   57682.59 ms /  1682 tokens
39.21.190.822 I slot print_timing: id  2 | task 15147 |    graphs reused =      15318
39.21.190.825 I slot print_timing: id  2 | task 15147 | draft acceptance = 0.88230 (  997 accepted /  1130 generated), mean len =  2.76
39.21.191.946 I slot      release: id  2 | task 15147 | stop processing: n_tokens = 62108, truncated = 0
39.21.276.496 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
39.21.276.824 I slot launch_slot_: id  2 | task 15715 | processing task, is_child = 0
39.21.684.406 W slot create_check: id  2 | task 15715 | erasing old context checkpoint (pos_min = 60424, pos_max = 60424, n_tokens = 60425, size = 232.146 MiB)
39.26.025.140 I slot print_timing: id  2 | task 15715 | n_gen =    100, tg =  24.09 t/s, tg_3s =  24.33 t/s
39.29.111.015 I slot print_timing: id  2 | task 15715 | prompt eval time =     636.81 ms /    31 tokens (   20.54 ms per token,    48.68 tokens per second)
39.29.111.018 I slot print_timing: id  2 | task 15715 |        eval time =    7196.39 ms /   186 tokens (   38.90 ms per token,    25.71 tokens per second)
39.29.111.018 I slot print_timing: id  2 | task 15715 |       total time =    7833.20 ms /   217 tokens
39.29.111.019 I slot print_timing: id  2 | task 15715 |    graphs reused =      15387
39.29.111.021 I slot print_timing: id  2 | task 15715 | draft acceptance = 0.81690 (  116 accepted /   142 generated), mean len =  2.63
39.29.112.199 I slot      release: id  2 | task 15715 | stop processing: n_tokens = 62326, truncated = 0
39.29.227.411 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 105997004386
39.29.227.470 I slot launch_slot_: id  1 | task 15789 | processing task, is_child = 0
39.31.967.494 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 106490834992
39.32.355.630 I slot launch_slot_: id  0 | task 15792 | processing task, is_child = 0
39.35.919.125 W slot create_check: id  0 | task 15792 | erasing old context checkpoint (pos_min = 62107, pos_max = 62107, n_tokens = 62108, size = 234.445 MiB)
39.36.030.651 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   1688, progress = 0.11, t =   5.29 s / 319.18 tokens per second
39.38.123.264 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   2708, progress = 0.18, t =   7.95 s / 340.79 tokens per second
39.40.228.837 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   3729, progress = 0.25, t =  10.05 s / 371.13 tokens per second
39.42.375.623 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   4750, progress = 0.32, t =  12.19 s / 389.82 tokens per second
39.44.571.655 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   5771, progress = 0.38, t =  14.38 s / 401.30 tokens per second
39.46.820.928 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   6792, progress = 0.45, t =  16.63 s / 408.49 tokens per second
39.49.133.901 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   7813, progress = 0.52, t =  18.94 s / 412.59 tokens per second
39.51.501.313 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   8834, progress = 0.59, t =  21.30 s / 414.69 tokens per second
39.53.920.496 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =   9855, progress = 0.65, t =  23.72 s / 415.51 tokens per second
39.56.395.808 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =  10876, progress = 0.72, t =  26.19 s / 415.28 tokens per second
39.58.923.869 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =  11897, progress = 0.79, t =  28.71 s / 414.37 tokens per second
40.01.503.953 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =  12918, progress = 0.86, t =  31.29 s / 412.87 tokens per second
40.04.135.674 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =  13939, progress = 0.92, t =  33.92 s / 410.98 tokens per second
40.05.923.914 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =  14558, progress = 0.97, t =  35.75 s / 407.19 tokens per second
40.07.490.537 I slot print_timing: id  1 | task 15789 | prompt processing, n_tokens =  15070, progress = 1.00, t =  37.33 s / 403.72 tokens per second
40.07.491.911 W slot create_check: id  1 | task 15789 | erasing old context checkpoint (pos_min = 58, pos_max = 58, n_tokens = 59, size = 149.707 MiB)
40.14.348.128 I slot print_timing: id  0 | task 15792 | n_gen =    100, tg =   2.73 t/s, tg_3s =   2.76 t/s
40.16.457.749 I slot print_timing: id  1 | task 15789 | n_gen =    100, tg =  11.40 t/s, tg_3s =  11.52 t/s
40.17.510.336 I slot print_timing: id  0 | task 15792 | n_gen =    123, tg =   3.10 t/s, tg_3s =   7.27 t/s
40.18.811.094 I slot print_timing: id  1 | task 15789 | prompt eval time =   37716.20 ms / 15074 tokens (    2.50 ms per token,   399.67 tokens per second)
40.18.811.104 I slot print_timing: id  1 | task 15789 |        eval time =   11033.56 ms /   131 tokens (   84.87 ms per token,    11.78 tokens per second)
40.18.811.106 I slot print_timing: id  1 | task 15789 |       total time =   48749.76 ms / 15205 tokens
40.18.811.107 I slot print_timing: id  1 | task 15789 |    graphs reused =      15437
40.18.811.115 I slot print_timing: id  1 | task 15789 | draft acceptance = 0.75000 (   78 accepted /   104 generated), mean len =  2.50
40.18.811.876 I slot      release: id  1 | task 15789 | stop processing: n_tokens = 15204, truncated = 0
40.19.986.762 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.501 (> 0.100 thold), f_keep = 0.991
40.19.986.838 I slot launch_slot_: id  1 | task 15872 | processing task, is_child = 0
40.23.279.794 I slot print_timing: id  0 | task 15792 | n_gen =    170, tg =   3.74 t/s, tg_3s =   8.15 t/s
40.23.329.443 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   1049, progress = 0.54, t =   3.16 s / 331.71 tokens per second
40.26.142.092 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   2070, progress = 0.57, t =   5.97 s / 346.58 tokens per second
40.28.950.798 I slot print_timing: id  0 | task 15792 | n_gen =    175, tg =   3.42 t/s, tg_3s =   0.88 t/s
40.29.005.506 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   3091, progress = 0.60, t =   8.83 s / 349.91 tokens per second
40.31.916.068 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   4112, progress = 0.64, t =  11.74 s / 350.24 tokens per second
40.34.825.722 I slot print_timing: id  0 | task 15792 | n_gen =    181, tg =   3.17 t/s, tg_3s =   1.02 t/s
40.34.884.206 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   5133, progress = 0.67, t =  14.70 s / 349.07 tokens per second
40.37.840.359 I slot print_timing: id  0 | task 15792 | n_gen =    184, tg =   3.06 t/s, tg_3s =   1.00 t/s
40.37.900.727 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   6154, progress = 0.70, t =  17.72 s / 347.34 tokens per second
40.40.914.648 I slot print_timing: id  0 | task 15792 | n_gen =    187, tg =   2.96 t/s, tg_3s =   0.98 t/s
40.40.975.700 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   7175, progress = 0.74, t =  20.79 s / 345.14 tokens per second
40.44.051.437 I slot print_timing: id  0 | task 15792 | n_gen =    190, tg =   2.87 t/s, tg_3s =   0.96 t/s
40.44.114.418 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   8196, progress = 0.77, t =  23.92 s / 342.60 tokens per second
40.47.245.417 I slot print_timing: id  0 | task 15792 | n_gen =    193, tg =   2.78 t/s, tg_3s =   0.94 t/s
40.47.310.937 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =   9217, progress = 0.81, t =  27.12 s / 339.89 tokens per second
40.50.506.037 I slot print_timing: id  0 | task 15792 | n_gen =    196, tg =   2.69 t/s, tg_3s =   0.92 t/s
40.50.565.109 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =  10238, progress = 0.84, t =  30.37 s / 337.13 tokens per second
40.53.813.445 I slot print_timing: id  0 | task 15792 | n_gen =    199, tg =   2.61 t/s, tg_3s =   0.91 t/s
40.53.874.291 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =  11259, progress = 0.87, t =  33.67 s / 334.37 tokens per second
40.57.181.774 I slot print_timing: id  0 | task 15792 | n_gen =    202, tg =   2.54 t/s, tg_3s =   0.89 t/s
40.57.244.764 I slot print_timing: id  1 | task 15872 | prompt processing, n_tokens =  12280, progress = 0.91, t =  37.04 s / 331.56 tokens per second
41.00.601.534 I slot print_timing: id  0 | task 15792 | n_gen =    205, tg =   2.47 t/s, tg_3s =   0.88 t/s
